R,G,B,id,mark,path,hexCol,h,s,v
227,157.99999999999997,30,1,Senna_pendula_spec,C:/Users/z5119682/Documents/R/win-library/3.6/colorZapper/sample/spec1.PNG,#E39D1E,0.10829103214890017,0.8678414096916299,0.8901960784313725
227.00000000000006,159.00000000000003,40,1,Senna_pendula_spec,C:/Users/z5119682/Documents/R/win-library/3.6/colorZapper/sample/spec1.PNG,#E39F28,0.10606060606060606,0.8237885462555067,0.8901960784313727
228,159,35,1,Senna_pendula_spec,C:/Users/z5119682/Documents/R/win-library/3.6/colorZapper/sample/spec1.PNG,#E49F23,0.10708117443868741,0.8464912280701754,0.8941176470588236
206,151,76,2,Senna_pendula_spec,C:/Users/z5119682/Documents/R/win-library/3.6/colorZapper/sample/spec2.PNG,#CE974C,0.09615384615384616,0.6310679611650485,0.807843137254902
206,151,79,2,Senna_pendula_spec,C:/Users/z5119682/Documents/R/win-library/3.6/colorZapper/sample/spec2.PNG,#CE974F,0.09448818897637795,0.616504854368932,0.807843137254902
206,151,79,2,Senna_pendula_spec,C:/Users/z5119682/Documents/R/win-library/3.6/colorZapper/sample/spec2.PNG,#CE974F,0.09448818897637795,0.616504854368932,0.807843137254902
234,161,0,3,Senna_pendula_spec,C:/Users/z5119682/Documents/R/win-library/3.6/colorZapper/sample/spec3.PNG,#EAA100,0.11467236467236468,1,0.9176470588235294
234,161,0,3,Senna_pendula_spec,C:/Users/z5119682/Documents/R/win-library/3.6/colorZapper/sample/spec3.PNG,#EAA100,0.11467236467236468,1,0.9176470588235294
232.99999999999997,161,0,3,Senna_pendula_spec,C:/Users/z5119682/Documents/R/win-library/3.6/colorZapper/sample/spec3.PNG,#E8A100,0.1151645207439199,1,0.9137254901960783
228,159.00000000000003,37,4,Senna_pendula_spec,C:/Users/z5119682/Documents/R/win-library/3.6/colorZapper/sample/spec4.PNG,#E49F25,0.10645724258289706,0.837719298245614,0.8941176470588236
228,159,27,4,Senna_pendula_spec,C:/Users/z5119682/Documents/R/win-library/3.6/colorZapper/sample/spec4.PNG,#E49F1B,0.10945273631840796,0.8815789473684211,0.8941176470588236
228,159,38,4,Senna_pendula_spec,C:/Users/z5119682/Documents/R/win-library/3.6/colorZapper/sample/spec4.PNG,#E49F26,0.10614035087719298,0.8333333333333333,0.8941176470588236
182,128,42,5,Senna_pendula_spec,C:/Users/z5119682/Documents/R/win-library/3.6/colorZapper/sample/spec5.PNG,#B6802A,0.10238095238095239,0.7692307692307693,0.7137254901960784
182,128,43,5,Senna_pendula_spec,C:/Users/z5119682/Documents/R/win-library/3.6/colorZapper/sample/spec5.PNG,#B6802B,0.10191846522781772,0.7637362637362638,0.7137254901960784
182,128,43,5,Senna_pendula_spec,C:/Users/z5119682/Documents/R/win-library/3.6/colorZapper/sample/spec5.PNG,#B6802B,0.10191846522781772,0.7637362637362638,0.7137254901960784
187,127,31,6,Senna_pendula_spec,C:/Users/z5119682/Documents/R/win-library/3.6/colorZapper/sample/spec6.PNG,#BB7F1F,0.10256410256410257,0.8342245989304813,0.7333333333333333
187,126.99999999999999,28,6,Senna_pendula_spec,C:/Users/z5119682/Documents/R/win-library/3.6/colorZapper/sample/spec6.PNG,#BB7E1C,0.10377358490566037,0.8502673796791445,0.7333333333333333
188,127,23,6,Senna_pendula_spec,C:/Users/z5119682/Documents/R/win-library/3.6/colorZapper/sample/spec6.PNG,#BC7F17,0.10505050505050505,0.8776595744680851,0.7372549019607844
243,170,43,7,Senna_pendula_spec,C:/Users/z5119682/Documents/R/win-library/3.6/colorZapper/sample/spec7.PNG,#F3AA2B,0.10583333333333333,0.8230452674897119,0.9529411764705882
243,170,44,7,Senna_pendula_spec,C:/Users/z5119682/Documents/R/win-library/3.6/colorZapper/sample/spec7.PNG,#F3AA2C,0.10552763819095479,0.8189300411522633,0.9529411764705882
243,170,42,7,Senna_pendula_spec,C:/Users/z5119682/Documents/R/win-library/3.6/colorZapper/sample/spec7.PNG,#F3AA2A,0.10613598673300166,0.8271604938271605,0.9529411764705882
205,144.99999999999997,47.000000000000014,8,Senna_pendula_spec,C:/Users/z5119682/Documents/R/win-library/3.6/colorZapper/sample/spec8.PNG,#CD902F,0.10337552742616028,0.7707317073170732,0.803921568627451
204,145,45,8,Senna_pendula_spec,C:/Users/z5119682/Documents/R/win-library/3.6/colorZapper/sample/spec8.PNG,#CC912D,0.10482180293501046,0.7794117647058824,0.8
204,145,48.00000000000001,8,Senna_pendula_spec,C:/Users/z5119682/Documents/R/win-library/3.6/colorZapper/sample/spec8.PNG,#CC9130,0.10363247863247861,0.7647058823529412,0.8
