R,G,B,id,mark,path,hexCol,h,s,v
252.7407733,255,21.51371227,11,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/12944478.jpg,#FCFE15,0.168279343,0.915632501,1
254.3689998,254.8620387,66.23103848,11,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/12944478.jpg,#FEFE42,0.167102296,0.740129841,0.999458975
221.6705309,180.9394237,2.536084488,12,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/17549487.jpg,#DDB402,0.135687886,0.988559217,0.8692962
236.4678158,205.4678158,2.233907882,12,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/17549487.jpg,#ECCD02,0.144608944,0.990553015,0.927324768
254.8149275,221.6585128,5.093599907,12,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/17549487.jpg,#FEDD05,0.144537723,0.980010591,0.999274226
229.7726432,171.7726432,25.77264325,13,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/17979903.jpg,#E5AB19,0.119281046,0.887834153,0.901069189
252.0764499,208.0764499,49.07644991,13,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/17979903.jpg,#FCD031,0.130541872,0.805311246,0.988535098
255,218.8251318,59.56326889,13,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/17979903.jpg,#FFDA3B,0.135817068,0.766418553,1
165.0456942,111.7866598,0.099791204,14,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/18496337.jpg,#A56F00,0.112852018,0.999395372,0.647238016
182.6686738,129.6414547,0.288696761,14,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/18496337.jpg,#B68100,0.118208113,0.998419561,0.71634774
175.9977368,117.000373,0,14,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/18496337.jpg,#AF7500,0.110797232,1,0.690187203
252.582601,224.9265446,21.53576792,15,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/19826297.jpg,#FCE015,0.146716847,0.914737722,0.990520004
254.986819,227.440707,19.29622004,15,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/19826297.jpg,#FEE313,0.14718766,0.924324637,0.99994831
254.2503444,233.8329454,17.3619437,15,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/19826297.jpg,#FEE911,0.152301675,0.931713195,0.997060174
213.0377856,176.9393673,0.03778559,16,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/20549867.jpg,#D5B000,0.138420643,0.999822634,0.835442296
224.0564444,187.3982722,1.95099627,16,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/20549867.jpg,#E0BB01,0.139158582,0.991292389,0.878652723
231.2862752,197.3534436,1.3198594,16,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/20549867.jpg,#E7C501,0.142074067,0.994293395,0.907005001
255,255,1,17,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/21224968.jpg,#FFFF01,0.166666667,0.996078431,1
254.6953934,254.6953934,0.58084359,17,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/21224968.jpg,#FEFE00,0.166666667,0.997719458,0.998805464
253.5827794,254.6759253,0,17,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/21224968.jpg,#FDFE00,0.16738205,1,0.998729119
215.7682727,169.4126439,0.189445298,18,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/21282410.jpg,#D7A900,0.130828555,0.999121997,0.846150089
207.4562571,164.4562571,0.33831283,18,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/21282410.jpg,#CFA400,0.132064804,0.998369233,0.813553949
169.1293933,116.1293933,0.497912818,18,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/21282410.jpg,#A97400,0.114284197,0.997056024,0.663252523
223.6429025,201.9495809,27.02954572,19,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/21415297.jpg,#DFC91B,0.148277511,0.879139711,0.87703099
224.3121593,199.3121593,18.31215927,19,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/21415297.jpg,#E0C712,0.146440129,0.918363056,0.879655527
210.8031634,190.6797097,12.22034694,19,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/21415297.jpg,#D2BE0C,0.149777446,0.942029585,0.826679072
221.5158172,164.9683656,2.48418278,20,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/21548137.jpg,#DDA402,0.123638292,0.988785529,0.868689479
219.6450715,159.6450715,1.544496555,20,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/21548137.jpg,#DB9F01,0.12081626,0.992968217,0.861353222
241.8664324,185.5632689,10.39969919,20,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/21548137.jpg,#F1B90A,0.126125806,0.957002305,0.948495813
253.0227513,189.5514538,3.65729349,21,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22074560.jpg,#FDBD03,0.124244794,0.985545594,0.992246084
254.7214411,211.5571178,1.180043308,21,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22074560.jpg,#FED301,0.13829239,0.995367319,0.998907612
253.6954799,226.7974131,0,21,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22074560.jpg,#FDE200,0.148995831,1,0.994884235
221.6818981,187.6818981,2.388302643,22,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22185384.jpg,#DDBB02,0.140826119,0.989226443,0.869340777
240.8992312,203.8992312,1.899231219,22,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22185384.jpg,#F0CB01,0.140864714,0.992116076,0.944702868
223.0296584,186.0296584,9.936070892,22,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22185384.jpg,#DFBA09,0.137727895,0.955449553,0.874626112
215.3655536,203.3655536,19.36555361,23,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22191578.jpg,#D7CB13,0.156462585,0.910080543,0.844570798
222.5953798,211.0711775,36.11958205,23,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22191578.jpg,#DED324,0.156366668,0.837734359,0.872923058
245,227,29,23,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22191578.jpg,#F5E31D,0.152777778,0.881632653,0.960784314
235.9602485,199.9602485,52.58084359,24,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22357677.jpg,#EBC734,0.133947616,0.777162281,0.925334308
253.2398945,216.2398945,75.23989455,24,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22357677.jpg,#FDD84B,0.132022472,0.702890831,0.993097626
249.6276497,219.9632097,99.96320974,24,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22357677.jpg,#F9DB63,0.133632278,0.599550731,0.97893196
249.7855888,244.7855888,99.29248274,25,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22360593.jpg,#F9F463,0.161129314,0.602489146,0.979551328
250.1335677,242.7231986,76.77504394,25,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22360593.jpg,#FAF24C,0.159542347,0.693063811,0.980915952
251.0342707,237.0342707,53.03427065,25,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22360593.jpg,#FBED35,0.154882155,0.78873693,0.98444812
253.4402051,232.4402051,115.4402051,26,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22368303.jpg,#FDE873,0.141304348,0.544507135,0.993883157
254,241.8233743,129.8233743,26,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22368303.jpg,#FEF181,0.150323514,0.488884353,0.996078431
254.8314042,236.8314042,124.8314042,26,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22368303.jpg,#FEEC7C,0.143589744,0.510141207,0.99933884
254.0219684,240,80.86496366,27,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22452411.jpg,#FEF050,0.153170275,0.681661534,0.996164582
254,244.4226713,83.1546573,27,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22452411.jpg,#FEF453,0.157323588,0.672619459,0.996078431
255,245.4820222,73.61619451,27,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22452411.jpg,#FFF549,0.15792096,0.711309041,1
235.9173318,177.5570954,6.978887975,28,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22452439.jpg,#EBB106,0.124180547,0.970418079,0.925166007
234.5782074,176.5782074,6,28,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22452439.jpg,#EAB006,0.124376254,0.974422176,0.919914539
220.2926186,171.2926186,7.70738137,28,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22452439.jpg,#DCAB07,0.128250703,0.965012984,0.863892622
224.7794376,198.7794376,51.77943761,29,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22501499.jpg,#E0C633,0.141618497,0.769643353,0.881487991
228.3537818,203.3537818,58.35378179,29,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22501499.jpg,#E4CB3A,0.142156863,0.744458877,0.895505027
235.2069837,213.9468783,73.26449913,29,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22501499.jpg,#EBD549,0.144786362,0.688510528,0.922380328
255,253.9130053,145.1803823,30,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22505949.jpg,#FFFD91,0.165017,0.430665168,1
253.3532258,254.887471,112.3083594,30,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22505949.jpg,#FDFE70,0.16846011,0.55938062,0.99955871
254.2024325,255,143.5103131,30,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22505949.jpg,#FEFF8F,0.167858956,0.437214458,1
214.5940246,175.5940246,56.59402461,31,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22542469.jpg,#D6AF38,0.125527426,0.736273996,0.841545195
217.2026503,178.2026503,59.20265026,31,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22542469.jpg,#D9B23B,0.125527426,0.727431271,0.851775099
214.4530896,177.5170334,61.97012304,31,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22542469.jpg,#D6B13D,0.126294883,0.711031801,0.840992508
251.0048578,219.7701862,23.15285041,32,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22543798.jpg,#FBDB17,0.143819475,0.907759353,0.984332775
254.8214586,224.8214586,30.82145857,32,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22543798.jpg,#FEE01E,0.144345238,0.879046848,0.999299838
253.2249561,222.612478,36.84251114,32,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22543798.jpg,#FDDE24,0.143087676,0.854506792,0.993039043
252,200,20,33,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22576725.jpg,#FCC813,0.129310345,0.920634921,0.988235294
245.4023995,193.4023995,11.40239945,33,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22576725.jpg,#F5C10B,0.12962963,0.953535909,0.962362351
246,196,11,33,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22576725.jpg,#F6C40B,0.131205674,0.955284553,0.964705882
218.3255866,195.4941624,26.98843514,34,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22600872.jpg,#DAC31A,0.146779063,0.876384461,0.856178771
209.6516033,184.3141692,12.63134918,34,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22600872.jpg,#D1B80C,0.145232801,0.939750763,0.82216315
207.0110707,184.1103677,25.81247664,34,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22600872.jpg,#CFB819,0.145602575,0.875308714,0.81180812
254.5786081,236.2922742,2.292274238,35,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22648356.jpg,#FEEC02,0.154586257,0.99099581,0.998347483
254.5200202,237.5668997,1.7329805,35,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22648356.jpg,#FEED01,0.155489195,0.993191182,0.998117726
254.9771877,234.9860445,0.986044492,35,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22648356.jpg,#FEEA00,0.153548661,0.996132813,0.99991054
208.0508098,143.1510528,1.075526376,36,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22649203.jpg,#D08F01,0.114406194,0.994830463,0.815885529
220.7355796,161.7355796,9.735579637,36,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22649203.jpg,#DCA109,0.120063191,0.955894833,0.865629724
218.370826,159.370826,7.37082601,36,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22649203.jpg,#DA9F07,0.120063191,0.966246288,0.85635618
253.8791879,246.5127556,35.61205257,37,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22651158.jpg,#FDF623,0.16104173,0.85972835,0.995604658
254.6080743,247.456952,39.28734622,37,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22651158.jpg,#FEF727,0.161131418,0.845694814,0.998463037
253.9500743,252.5133432,70.64251722,37,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22651158.jpg,#FDFC46,0.165360364,0.721825176,0.995882644
249.3523208,190.3523208,0.198542285,38,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22936661.jpg,#F9BE00,0.127199742,0.999203768,0.977852239
247.7133704,181.6936799,1.713890791,38,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22936661.jpg,#F7B501,0.121937784,0.993081153,0.971424982
248.9622144,182.483304,1.92003515,38,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/22936661.jpg,#F8B601,0.121816761,0.992287845,0.976322409
249.0439684,200.3563987,56.84435201,39,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/24560013.jpg,#F9C838,0.124447046,0.771749734,0.976643013
248.0007451,210.2757212,75.42970364,39,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/24560013.jpg,#F8D24B,0.130232373,0.695848883,0.972551942
255,255,117.3927257,39,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/24560013.jpg,#FFFF75,0.166666667,0.53963637,1
253,253.702956,161.522,40,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/24573280.jpg,#FDFDA1,0.167937638,0.363342065,0.994913553
253,251.3066784,127.2004913,40,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/24573280.jpg,#FDFB7F,0.164423254,0.49723126,0.992156863
254.8967857,254.5901074,128.8533255,40,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/24573280.jpg,#FEFE80,0.166261147,0.49448823,0.999595238
129.3530305,98.43299533,0.869836857,41,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/24719937.jpg,#816200,0.126557614,0.993275481,0.507266786
133.983304,110.983304,6.94991212,41,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/24719937.jpg,#856E06,0.136490874,0.948128521,0.525424722
120.8315478,94.31233842,1.837944497,41,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/24719937.jpg,#785E01,0.12952292,0.9847892,0.473849207
254.2367819,197.7315095,0.975469559,42,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/26836203.jpg,#FEC500,0.129481574,0.996163145,0.997006988
254.3775849,208.6645944,0.52108963,42,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/26836203.jpg,#FED000,0.13665431,0.997951511,0.997559156
244.5603246,184.5603246,0.560324588,42,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/26836203.jpg,#F4B800,0.12568306,0.997708849,0.959060096
246.8294668,243.0316198,29.84794957,43,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/30356275.jpg,#F6F31D,0.163749485,0.87907461,0.967958693
247.176804,236.4790888,28.52566167,43,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/30356275.jpg,#F7EC1C,0.158512341,0.884594099,0.9693208
247,244,41,43,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/30356275.jpg,#F7F429,0.164239482,0.834008097,0.968627451
254.5651769,247.4560633,128.0926942,44,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/35023256.jpg,#FEF780,0.157298208,0.496817689,0.998294812
254.5635739,244.2384421,125.6629435,44,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/35023256.jpg,#FEF47D,0.153316419,0.506359289,0.998288525
254.6136896,248.9741128,135.7220357,44,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/35023256.jpg,#FEF887,0.158760902,0.466949181,0.998485057
253.5314515,206.9063051,27.36412587,45,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/35627988.jpg,#FDCE1B,0.132307779,0.892068121,0.994240986
254.5327456,225.3268893,60.4388515,45,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/35627988.jpg,#FEE13C,0.141587863,0.762549799,0.99816763
254.7148058,226.0241204,61.8867328,45,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/35627988.jpg,#FEE23D,0.141868509,0.757035196,0.998881591
238.1850725,155.6088496,2.24119799,46,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/36315114.jpg,#EE9B02,0.108336253,0.990590519,0.934059108
244.8459643,161.8073,0.845964303,46,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/36315114.jpg,#F4A100,0.109946268,0.996544912,0.960180252
233.4326077,154.0925374,1.772677989,46,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/36315114.jpg,#E99A01,0.109585819,0.99240604,0.915421991
254.1942003,254.4956658,13.01788742,47,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/5783626.jpg,#FEFE0D,0.166874736,0.948848294,0.998022219
253.8197922,250.0202781,35.20318923,47,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/5783626.jpg,#FDFA23,0.163770032,0.861306367,0.995371734
254.0395222,254.9331953,28.97893124,47,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/5783626.jpg,#FEFE1C,0.167325851,0.886327353,0.999738021
154.1968365,129.026362,0.643870784,48,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/6242035.jpg,#9A8100,0.139346588,0.995824358,0.604693477
152.9436923,129.6643921,1.80404218,48,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/6242035.jpg,#988101,0.140995816,0.988204534,0.599779185
153.2016804,124.7798878,1.19068541,48,Senna_pendula_iNat,D:/R-3.6.2/library/colorZapper/sample/6242035.jpg,#997C01,0.135504674,0.992227987,0.600790904
